;GlaThiDa_ID;NAME;RGI_ID;GTD_AREA;RGI_AREA;DIFF_PERC_RGI_TO_GTD;GTD_LAT;GTD_LON;MAXIMUM_THICKNESS;MEAN_THICKNESS;VOLUME;status;remark
0;210;Devon Ice Cap;['RGI50-03.00721', 'RGI50-03.00724', 'RGI50-03.01454', 'RGI50-03.01455', 'RGI50-03.01456', 'RGI50-03.01460', 'RGI50-03.01464', 'RGI50-03.01465', 'RGI50-03.01466', 'RGI50-03.01467', 'RGI50-03.01468', 'RGI50-03.02311', 'RGI50-03.02328', 'RGI50-03.02332', 'RGI50-03.02340', 'RGI50-03.02342', 'RGI50-03.02344', 'RGI50-03.02345', 'RGI50-03.02354', 'RGI50-03.02360', 'RGI50-03.02376', 'RGI50-03.02428', 'RGI50-03.02429', 'RGI50-03.02430', 'RGI50-03.02431', 'RGI50-03.02432', 'RGI50-03.02433', 'RGI50-03.02434', 'RGI50-03.02435', 'RGI50-03.02436', 'RGI50-03.02437', 'RGI50-03.02438', 'RGI50-03.02439', 'RGI50-03.02440', 'RGI50-03.02441', 'RGI50-03.02442', 'RGI50-03.02443', 'RGI50-03.02444', 'RGI50-03.02445', 'RGI50-03.02446', 'RGI50-03.02447', 'RGI50-03.02448', 'RGI50-03.02449', 'RGI50-03.02450', 'RGI50-03.02451', 'RGI50-03.02452', 'RGI50-03.02453', 'RGI50-03.02454', 'RGI50-03.02455', 'RGI50-03.02456', 'RGI50-03.02457', 'RGI50-03.02458', 'RGI50-03.02459', 'RGI50-03.02460', 'RGI50-03.02461', 'RGI50-03.02462', 'RGI50-03.02463', 'RGI50-03.02464', 'RGI50-03.02465', 'RGI50-03.02466', 'RGI50-03.02467', 'RGI50-03.02468', 'RGI50-03.02469', 'RGI50-03.02470', 'RGI50-03.02471', 'RGI50-03.02472', 'RGI50-03.02473', 'RGI50-03.02474', 'RGI50-03.02475', 'RGI50-03.02476', 'RGI50-03.02477', 'RGI50-03.02478', 'RGI50-03.02479', 'RGI50-03.02480', 'RGI50-03.02481', 'RGI50-03.02482', 'RGI50-03.02483', 'RGI50-03.02484', 'RGI50-03.02485', 'RGI50-03.02486', 'RGI50-03.02487', 'RGI50-03.02488', 'RGI50-03.02489', 'RGI50-03.02490'];12790.0;14021.147;9.62585613761;75.2;-81.9;;526.0;6727540.0;True;In RGI approx. 1000km2 more than in GlaThiDa, but excluding left branch would decrease area by 1700km2. Selection based on Dowdeswell et al. 2004
1;206;Vatnajoekull;['RGI50-06.00372', 'RGI50-06.00373', 'RGI50-06.00374', 'RGI50-06.00377', 'RGI50-06.00378', 'RGI50-06.00379', 'RGI50-06.00380', 'RGI50-06.00381', 'RGI50-06.00382', 'RGI50-06.00383', 'RGI50-06.00384', 'RGI50-06.00385', 'RGI50-06.00386', 'RGI50-06.00387', 'RGI50-06.00388', 'RGI50-06.00389', 'RGI50-06.00390', 'RGI50-06.00391', 'RGI50-06.00392', 'RGI50-06.00393', 'RGI50-06.00394', 'RGI50-06.00395', 'RGI50-06.00396', 'RGI50-06.00397', 'RGI50-06.00398', 'RGI50-06.00399', 'RGI50-06.00400', 'RGI50-06.00401', 'RGI50-06.00402', 'RGI50-06.00403', 'RGI50-06.00404', 'RGI50-06.00405', 'RGI50-06.00406', 'RGI50-06.00407', 'RGI50-06.00408', 'RGI50-06.00409', 'RGI50-06.00410', 'RGI50-06.00411', 'RGI50-06.00412', 'RGI50-06.00413', 'RGI50-06.00414', 'RGI50-06.00415', 'RGI50-06.00416', 'RGI50-06.00417', 'RGI50-06.00418', 'RGI50-06.00419', 'RGI50-06.00420', 'RGI50-06.00421', 'RGI50-06.00422', 'RGI50-06.00423', 'RGI50-06.00424', 'RGI50-06.00425', 'RGI50-06.00426', 'RGI50-06.00427', 'RGI50-06.00428', 'RGI50-06.00429', 'RGI50-06.00430', 'RGI50-06.00431', 'RGI50-06.00432', 'RGI50-06.00433', 'RGI50-06.00434', 'RGI50-06.00435', 'RGI50-06.00436', 'RGI50-06.00437', 'RGI50-06.00438', 'RGI50-06.00439', 'RGI50-06.00440', 'RGI50-06.00441', 'RGI50-06.00442', 'RGI50-06.00443', 'RGI50-06.00444', 'RGI50-06.00445', 'RGI50-06.00446', 'RGI50-06.00447', 'RGI50-06.00448', 'RGI50-06.00449', 'RGI50-06.00450', 'RGI50-06.00451', 'RGI50-06.00452', 'RGI50-06.00453', 'RGI50-06.00454', 'RGI50-06.00455', 'RGI50-06.00456', 'RGI50-06.00457', 'RGI50-06.00458', 'RGI50-06.00459', 'RGI50-06.00460', 'RGI50-06.00461', 'RGI50-06.00462', 'RGI50-06.00463', 'RGI50-06.00464', 'RGI50-06.00465', 'RGI50-06.00466', 'RGI50-06.00467', 'RGI50-06.00468', 'RGI50-06.00469', 'RGI50-06.00470', 'RGI50-06.00471', 'RGI50-06.00472', 'RGI50-06.00473', 'RGI50-06.00474', 'RGI50-06.00475', 'RGI50-06.00476', 'RGI50-06.00477', 'RGI50-06.00478', 'RGI50-06.00479', 'RGI50-06.00480', 'RGI50-06.00481', 'RGI50-06.00482', 'RGI50-06.00483', 'RGI50-06.00556', 'RGI50-06.00557', 'RGI50-06.00558', 'RGI50-06.00559', 'RGI50-06.00560', 'RGI50-06.00561', 'RGI50-06.00562', 'RGI50-06.00563'];8400.0;8092.395;-3.66196428571;64.4;-16.8;;420.0;3528000.0;True;In RGI approx. 400km2 less than in GlaThiDa, but definitive case
2;166;Austfonna;['RGI50-07.00025', 'RGI50-07.00026', 'RGI50-07.00027', 'RGI50-07.00028', 'RGI50-07.00029', 'RGI50-07.00030', 'RGI50-07.00031', 'RGI50-07.00060', 'RGI50-07.00061', 'RGI50-07.00062', 'RGI50-07.00064', 'RGI50-07.00065', 'RGI50-07.00423', 'RGI50-07.00424', 'RGI50-07.00425', 'RGI50-07.00551', 'RGI50-07.00552', 'RGI50-07.00607', 'RGI50-07.00608', 'RGI50-07.00681', 'RGI50-07.00682', 'RGI50-07.00683', 'RGI50-07.00727', 'RGI50-07.00728', 'RGI50-07.00907', 'RGI50-07.00908', 'RGI50-07.00909', 'RGI50-07.00910', 'RGI50-07.00911'];8020.0;8071.672;0.644289276808;79.7931;24.6645;576.0;140.0;1122800.0;True;Some papers like Pinglot et al. 2001 exclude the most northwestern parts, but they are quite small and not represented by explicit RGI polygons
